gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,overall,reading_score,writing_score,study_time,screen_time,health,going_out_with_friends,absences,failure,science_score,activities,romantic,travel_time,math_score
female,group B,some high school,free/reduced,completed,59,63,64,6,2,Poor,Often,2,1,8,Participates,Yes,<15 min,48.5
male,group A,bachelor's degree,free/reduced,none,62,72,65,3,1,Good,Rarely,19,0,18,Participates,Yes,15-30 min,54.25
male,group D,high school,standard,none,46,34,36,4,5,Good,Never,11,0,89,Doesn't Participate,No,<15 min,51.25
male,group C,some college,standard,none,66,59,52,3,7,Good,Often,4,1,7,Doesn't Participate,No,>60 min,46.0
male,group D,high school,standard,none,89,87,79,5,4,Good,Sometimes,16,0,1,Doesn't Participate,No,30-60 min,64.0
female,group D,associate's degree,free/reduced,completed,42,61,58,4,4,Good,Never,13,1,27,Doesn't Participate,No,>60 min,47.0
male,group C,some college,standard,completed,93,84,90,3,6,Average,Often,11,1,81,Participates,Yes,30-60 min,87.0
female,group E,some high school,standard,completed,80,85,85,4,1,Poor,Sometimes,14,1,52,Doesn't Participate,No,>60 min,75.5
female,group D,some college,standard,none,98,100,99,10,6,Excellent,Rarely,17,1,53,Doesn't Participate,Yes,>60 min,87.5
male,group D,master's degree,standard,none,81,81,84,7,7,Poor,Rarely,4,0,38,Doesn't Participate,Yes,>60 min,71.0
female,group B,some high school,standard,completed,60,70,74,3,1,Excellent,Often,10,1,16,Participates,No,<15 min,55.0
female,group B,associate's degree,free/reduced,completed,76,94,87,1,8,Poor,Rarely,2,0,67,Participates,No,30-60 min,81.0
male,group C,associate's degree,standard,completed,73,78,72,10,5,Average,Never,18,0,54,Participates,No,15-30 min,69.25
female,group C,associate's degree,standard,completed,96,96,99,5,8,Poor,Often,2,1,95,Doesn't Participate,No,30-60 min,96.5
female,group C,high school,standard,none,76,76,74,7,2,Excellent,Sometimes,17,0,27,Participates,Yes,30-60 min,63.25
male,group E,associate's degree,free/reduced,completed,91,73,80,10,2,Average,Often,16,0,9,Doesn't Participate,Yes,>60 min,63.25
female,group C,some college,free/reduced,none,62,72,70,2,3,Average,Often,9,1,13,Participates,No,<15 min,54.25
male,group D,some high school,free/reduced,completed,55,59,59,6,5,Good,Never,10,1,97,Doesn't Participate,Yes,30-60 min,67.5
female,group B,some high school,free/reduced,completed,74,90,88,3,4,Average,Often,6,1,86,Participates,No,15-30 min,84.5
male,group C,high school,standard,none,50,48,42,8,3,Poor,Often,9,0,39,Doesn't Participate,Yes,15-30 min,44.75
male,group B,some college,standard,none,47,43,41,9,7,Poor,Rarely,10,0,40,Participates,No,>60 min,42.75
male,group E,some college,standard,completed,81,74,71,6,8,Excellent,Sometimes,6,0,69,Participates,No,>60 min,73.75
female,group E,associate's degree,standard,completed,65,75,77,4,2,Excellent,Sometimes,17,1,11,Doesn't Participate,Yes,30-60 min,57.0
male,group E,some high school,standard,completed,68,51,57,6,7,Poor,Never,2,1,86,Doesn't Participate,Yes,30-60 min,65.5
female,group D,high school,free/reduced,none,73,92,84,1,4,Average,Never,12,0,1,Doesn't Participate,No,15-30 min,62.5
male,group C,some college,standard,none,53,39,37,10,2,Average,Often,17,1,72,Doesn't Participate,No,30-60 min,50.25
female,group B,associate's degree,free/reduced,completed,68,77,80,6,1,Good,Rarely,14,0,93,Doesn't Participate,Yes,<15 min,79.5
male,group A,some high school,free/reduced,none,55,46,43,7,1,Poor,Often,17,1,25,Doesn't Participate,Yes,>60 min,42.25
female,group C,some college,standard,completed,87,89,94,7,4,Excellent,Never,8,1,74,Participates,No,<15 min,86.0
male,group D,some high school,standard,none,55,47,44,4,6,Good,Sometimes,11,1,40,Participates,No,15-30 min,46.5
female,group E,some college,free/reduced,none,53,58,57,10,2,Poor,Rarely,0,1,26,Participates,No,30-60 min,48.5
male,group C,master's degree,standard,none,67,57,59,6,5,Good,Rarely,9,1,77,Doesn't Participate,No,30-60 min,65.0
male,group C,associate's degree,standard,none,92,79,84,7,4,Excellent,Rarely,10,0,48,Doesn't Participate,Yes,15-30 min,75.75
female,group B,some college,free/reduced,completed,53,66,73,8,8,Good,Sometimes,14,1,9,Doesn't Participate,No,15-30 min,50.25
male,group D,associate's degree,standard,none,81,71,73,9,1,Excellent,Often,17,0,92,Doesn't Participate,Yes,<15 min,79.25
male,group C,high school,free/reduced,none,61,60,55,3,5,Excellent,Sometimes,10,1,67,Participates,Yes,15-30 min,60.75
male,group D,bachelor's degree,standard,none,80,73,72,5,1,Good,Sometimes,8,0,70,Participates,No,30-60 min,73.75
female,group A,associate's degree,free/reduced,none,37,57,56,2,1,Excellent,Rarely,16,0,75,Doesn't Participate,Yes,15-30 min,56.25
female,group C,high school,standard,none,81,84,82,7,6,Excellent,Often,12,0,47,Participates,No,<15 min,73.5
female,group C,associate's degree,standard,completed,59,73,72,3,3,Excellent,Rarely,12,0,68,Participates,Yes,30-60 min,68.0
male,group B,some college,free/reduced,none,55,55,47,10,6,Good,Never,2,1,48,Participates,Yes,>60 min,51.25
male,group D,associate's degree,standard,none,72,79,74,4,3,Poor,Never,5,1,45,Doesn't Participate,No,15-30 min,67.5
male,group D,high school,standard,none,69,75,71,5,1,Excellent,Never,8,1,17,Participates,No,15-30 min,58.0
male,group C,some college,standard,none,69,64,68,6,2,Good,Never,16,0,47,Participates,Yes,>60 min,62.0
female,group C,bachelor's degree,free/reduced,none,50,60,59,4,5,Poor,Often,7,0,50,Doesn't Participate,Yes,30-60 min,54.75
male,group B,some college,standard,completed,87,84,86,6,2,Excellent,Rarely,9,0,61,Participates,Yes,15-30 min,79.5
male,group D,some high school,standard,completed,71,69,68,8,4,Good,Sometimes,7,1,27,Participates,No,>60 min,58.75
male,group E,some college,standard,none,68,72,65,5,2,Average,Sometimes,16,1,8,Doesn't Participate,No,15-30 min,53.25
male,group C,master's degree,free/reduced,completed,79,77,75,9,2,Average,Sometimes,13,1,100,Participates,No,<15 min,82.75
female,group C,some high school,standard,completed,77,90,85,10,4,Poor,Often,14,0,80,Participates,Yes,>60 min,83.0
male,group C,associate's degree,free/reduced,none,58,55,53,1,6,Good,Often,17,0,94,Doesn't Participate,No,<15 min,65.0
female,group E,associate's degree,standard,none,84,95,92,3,4,Poor,Often,14,0,33,Participates,No,<15 min,76.0
male,group D,some college,standard,none,55,58,52,10,2,Good,Sometimes,2,1,8,Doesn't Participate,No,<15 min,43.25
male,group E,bachelor's degree,free/reduced,completed,70,68,72,4,5,Poor,Sometimes,8,1,73,Doesn't Participate,No,<15 min,70.75
female,group D,some college,free/reduced,completed,52,59,65,7,7,Good,Never,3,0,3,Doesn't Participate,Yes,15-30 min,44.75
male,group B,some college,standard,completed,69,77,77,6,2,Average,Rarely,4,1,73,Participates,Yes,>60 min,74.0
female,group C,high school,free/reduced,none,53,72,64,1,6,Average,Never,12,0,99,Participates,Yes,>60 min,72.0
female,group D,some high school,standard,none,48,58,54,1,1,Average,Rarely,17,1,86,Participates,No,>60 min,61.5
male,group D,some high school,standard,completed,78,81,86,4,6,Poor,Sometimes,12,0,61,Participates,Yes,<15 min,76.5
female,group B,high school,standard,none,62,62,63,1,2,Poor,Sometimes,17,1,11,Participates,No,<15 min,49.5
male,group D,some college,standard,none,60,63,59,5,3,Good,Often,7,0,60,Participates,No,15-30 min,60.5
female,group B,high school,standard,none,74,72,72,5,8,Poor,Sometimes,15,0,26,Participates,Yes,>60 min,61.0
female,group C,high school,standard,completed,58,75,77,2,8,Excellent,Never,4,1,43,Participates,No,<15 min,63.25
male,group B,high school,standard,completed,76,62,60,8,8,Average,Rarely,16,1,99,Participates,Yes,15-30 min,74.25
female,group D,some high school,standard,none,68,71,75,6,6,Poor,Rarely,20,0,86,Doesn't Participate,No,>60 min,75.0
male,group A,some college,free/reduced,none,58,60,57,4,4,Good,Rarely,19,1,27,Participates,Yes,<15 min,50.5
male,group B,high school,standard,none,52,48,49,2,2,Good,Never,16,1,95,Participates,Yes,>60 min,61.0
male,group D,bachelor's degree,standard,none,75,73,74,9,8,Excellent,Never,12,1,17,Participates,No,30-60 min,59.75
female,group B,some high school,free/reduced,completed,52,67,72,1,8,Poor,Rarely,11,0,95,Participates,Yes,30-60 min,71.5
female,group C,bachelor's degree,free/reduced,none,62,78,79,4,6,Excellent,Sometimes,12,0,68,Doesn't Participate,No,15-30 min,71.75
male,group B,some college,standard,none,66,65,60,3,3,Poor,Often,19,0,15,Participates,No,15-30 min,51.5
female,group B,some high school,free/reduced,none,49,58,55,1,8,Poor,Often,13,0,79,Participates,No,15-30 min,60.25
female,group B,high school,standard,none,66,72,70,4,5,Average,Often,15,0,53,Participates,Yes,>60 min,65.25
female,group C,some college,free/reduced,none,35,44,43,2,3,Poor,Never,12,1,31,Participates,Yes,<15 min,38.25
female,group A,some college,standard,completed,72,79,82,3,1,Average,Never,2,1,32,Participates,No,<15 min,66.25
male,group E,associate's degree,standard,completed,94,85,82,4,8,Average,Often,10,0,65,Doesn't Participate,Yes,30-60 min,81.5
female,group D,associate's degree,free/reduced,none,46,56,57,1,1,Good,Rarely,2,1,48,Participates,No,15-30 min,51.75
female,group B,master's degree,standard,none,77,90,84,6,3,Excellent,Sometimes,4,0,50,Participates,Yes,>60 min,75.25
female,group B,high school,free/reduced,completed,76,85,82,2,8,Poor,Often,2,1,66,Participates,No,>60 min,77.25
female,group C,associate's degree,standard,completed,52,59,62,4,2,Poor,Never,0,0,22,Doesn't Participate,No,15-30 min,48.75
male,group C,bachelor's degree,standard,completed,91,81,79,3,1,Excellent,Sometimes,12,1,69,Doesn't Participate,No,15-30 min,80.0
female,group B,some high school,standard,completed,32,51,44,10,6,Poor,Often,5,1,89,Participates,Yes,30-60 min,54.0
female,group E,some high school,free/reduced,none,72,79,77,5,6,Poor,Never,20,1,82,Participates,No,<15 min,77.5
female,group B,some college,standard,none,19,38,32,8,3,Excellent,Often,1,1,77,Participates,No,>60 min,41.5
male,group C,associate's degree,free/reduced,none,68,65,61,2,4,Poor,Rarely,2,0,53,Doesn't Participate,Yes,15-30 min,61.75
female,group C,master's degree,free/reduced,none,52,65,61,2,4,Average,Often,12,0,94,Doesn't Participate,Yes,30-60 min,68.0
female,group B,high school,standard,none,48,62,60,4,8,Excellent,Often,8,0,59,Participates,Yes,30-60 min,57.25
female,group D,some college,free/reduced,none,60,66,70,3,8,Good,Often,17,1,1,Participates,No,<15 min,49.25
male,group D,high school,free/reduced,none,66,74,69,8,2,Average,Sometimes,3,1,64,Participates,Yes,<15 min,68.25
male,group E,some high school,standard,completed,89,84,77,9,7,Excellent,Sometimes,20,1,26,Doesn't Participate,No,15-30 min,69.0
female,group B,high school,standard,none,42,52,51,6,3,Poor,Often,19,1,23,Participates,Yes,>60 min,42.0
female,group E,associate's degree,free/reduced,completed,57,68,73,2,1,Excellent,Often,12,1,98,Participates,No,30-60 min,74.0
male,group D,high school,standard,none,70,70,70,1,7,Excellent,Often,12,0,19,Participates,No,15-30 min,57.25
female,group E,associate's degree,free/reduced,none,70,84,81,4,8,Poor,Rarely,19,0,24,Doesn't Participate,No,>60 min,64.75
male,group E,some college,standard,none,69,60,54,9,5,Average,Never,16,1,18,Doesn't Participate,Yes,30-60 min,50.25
female,group C,associate's degree,standard,none,52,55,57,10,4,Average,Never,8,0,96,Doesn't Participate,Yes,<15 min,65.0
male,group C,some high school,standard,completed,67,73,68,4,4,Average,Rarely,7,1,56,Participates,No,>60 min,66.0
male,group C,some high school,standard,completed,76,80,73,3,3,Good,Sometimes,11,1,94,Doesn't Participate,No,15-30 min,80.75
female,group E,associate's degree,standard,none,87,94,95,2,5,Good,Rarely,14,0,5,Participates,No,<15 min,70.25
female,group B,some college,standard,none,82,85,87,4,8,Good,Rarely,8,0,49,Doesn't Participate,No,<15 min,75.75
female,group C,some college,standard,none,73,76,78,3,6,Poor,Rarely,9,0,6,Participates,No,15-30 min,58.25
male,group A,some college,free/reduced,none,75,81,74,3,7,Poor,Rarely,1,0,4,Participates,No,>60 min,58.5
female,group D,some college,free/reduced,none,64,74,75,9,5,Poor,Often,13,1,21,Participates,Yes,30-60 min,58.5
female,group E,high school,free/reduced,none,41,45,40,1,6,Excellent,Sometimes,6,1,35,Doesn't Participate,No,15-30 min,40.25
male,group C,high school,standard,none,90,75,69,9,6,Poor,Rarely,16,1,15,Participates,Yes,>60 min,62.25
male,group B,bachelor's degree,standard,none,59,54,51,5,8,Poor,Sometimes,14,0,46,Participates,Yes,<15 min,52.5
male,group A,some high school,standard,none,51,31,36,10,7,Poor,Often,19,1,50,Participates,No,<15 min,42.0
male,group A,high school,free/reduced,none,45,47,49,2,6,Good,Sometimes,11,0,2,Participates,Yes,<15 min,35.75
female,group C,master's degree,standard,completed,54,64,67,9,7,Average,Sometimes,10,0,99,Participates,No,<15 min,71.0
male,group E,some high school,standard,completed,87,84,76,2,2,Excellent,Sometimes,19,1,93,Doesn't Participate,Yes,<15 min,85.0
female,group C,high school,standard,none,72,80,83,2,7,Poor,Rarely,6,0,21,Participates,Yes,15-30 min,64.0
male,group B,some high school,standard,completed,94,86,87,8,1,Good,Often,10,0,34,Participates,No,<15 min,75.25
female,group A,bachelor's degree,standard,none,45,59,64,3,8,Excellent,Often,6,1,22,Participates,Yes,>60 min,47.5
male,group D,bachelor's degree,free/reduced,completed,61,70,76,8,3,Poor,Never,18,0,64,Doesn't Participate,Yes,30-60 min,67.75
female,group B,high school,free/reduced,none,60,72,68,10,7,Poor,Sometimes,15,1,2,Participates,No,30-60 min,50.5
female,group C,some high school,standard,none,77,91,88,8,3,Good,Often,7,0,82,Doesn't Participate,Yes,30-60 min,84.5
female,group A,some high school,standard,completed,85,90,92,8,5,Average,Sometimes,2,0,54,Participates,Yes,30-60 min,80.25
female,group D,bachelor's degree,free/reduced,none,78,90,93,3,4,Poor,Sometimes,8,1,30,Doesn't Participate,Yes,>60 min,72.75
male,group E,some college,free/reduced,completed,49,52,51,5,3,Good,Often,7,0,55,Doesn't Participate,Yes,<15 min,51.75
female,group B,high school,free/reduced,none,71,87,82,7,5,Poor,Often,10,0,89,Participates,No,>60 min,82.25
female,group C,some high school,free/reduced,none,48,58,52,5,7,Poor,Sometimes,4,0,43,Participates,No,>60 min,50.25
male,group C,high school,standard,none,62,67,58,2,5,Poor,Often,11,1,56,Doesn't Participate,Yes,30-60 min,60.75
female,group C,associate's degree,free/reduced,completed,56,68,70,7,1,Average,Sometimes,6,1,40,Doesn't Participate,No,15-30 min,58.5
female,group C,some high school,standard,none,65,69,76,4,3,Excellent,Often,8,0,28,Participates,Yes,30-60 min,59.5
female,group D,some high school,free/reduced,completed,69,86,81,2,4,Average,Sometimes,11,0,24,Participates,No,15-30 min,65.0
male,group B,some high school,standard,none,68,54,53,7,7,Excellent,Rarely,9,1,76,Doesn't Participate,Yes,30-60 min,62.75
female,group A,some college,free/reduced,none,61,60,57,2,3,Excellent,Rarely,6,0,11,Doesn't Participate,No,<15 min,47.25
female,group C,bachelor's degree,free/reduced,completed,74,86,89,8,4,Poor,Often,5,0,76,Participates,No,>60 min,81.25
male,group A,bachelor's degree,standard,none,64,60,58,5,8,Poor,Never,7,1,27,Participates,Yes,30-60 min,52.25
female,group B,high school,standard,completed,77,82,89,5,6,Excellent,Rarely,1,1,35,Participates,No,<15 min,70.75
male,group B,some college,standard,none,58,50,45,4,1,Good,Never,17,0,22,Doesn't Participate,No,30-60 min,43.75
female,group C,high school,standard,completed,60,64,74,1,2,Excellent,Never,13,1,39,Participates,Yes,15-30 min,59.25
male,group E,high school,standard,none,73,64,57,6,6,Excellent,Often,7,0,45,Doesn't Participate,No,>60 min,59.75
female,group A,high school,standard,completed,75,82,79,7,3,Good,Never,10,1,66,Participates,Yes,30-60 min,75.5
male,group B,associate's degree,free/reduced,completed,58,57,53,7,4,Average,Never,19,0,28,Participates,No,15-30 min,49.0
female,group C,associate's degree,standard,none,66,77,73,6,5,Good,Never,18,0,77,Participates,No,30-60 min,73.25
female,group D,high school,free/reduced,none,39,52,46,8,4,Excellent,Never,11,0,8,Doesn't Participate,Yes,30-60 min,36.25
male,group C,some high school,standard,none,64,58,51,2,6,Excellent,Often,14,1,98,Doesn't Participate,Yes,30-60 min,67.75
female,group B,high school,free/reduced,completed,23,44,36,7,8,Excellent,Never,11,1,3,Doesn't Participate,Yes,15-30 min,26.5
male,group B,some college,free/reduced,completed,74,77,76,5,5,Average,Never,6,0,52,Doesn't Participate,No,>60 min,69.75
female,group D,some high school,free/reduced,completed,40,65,64,5,6,Good,Rarely,14,0,51,Participates,No,>60 min,55.0
male,group E,master's degree,standard,none,90,85,84,10,5,Excellent,Often,4,0,95,Participates,Yes,<15 min,88.5
male,group C,master's degree,standard,completed,91,85,85,1,8,Average,Never,6,0,23,Participates,Yes,<15 min,71.0
male,group D,high school,standard,none,64,54,50,6,5,Good,Rarely,7,0,80,Participates,Yes,30-60 min,62.0
female,group C,high school,standard,none,59,72,68,8,6,Excellent,Sometimes,9,1,19,Participates,No,>60 min,54.5
male,group D,associate's degree,standard,none,80,75,69,10,1,Excellent,Sometimes,1,0,16,Doesn't Participate,Yes,30-60 min,60.0
male,group C,master's degree,standard,none,71,67,67,3,7,Average,Never,10,1,68,Doesn't Participate,No,>60 min,68.25
female,group A,high school,standard,none,61,68,63,5,2,Average,Often,17,0,99,Doesn't Participate,No,30-60 min,72.75
female,group E,some college,standard,none,87,85,93,8,2,Average,Never,4,0,2,Participates,No,>60 min,66.75
male,group E,some high school,standard,none,82,67,61,6,3,Average,Never,1,1,76,Participates,No,30-60 min,71.5
male,group C,some high school,standard,none,62,64,55,5,5,Excellent,Often,14,0,87,Participates,Yes,15-30 min,67.0
female,group B,bachelor's degree,standard,none,97,97,96,7,6,Excellent,Never,13,1,79,Doesn't Participate,Yes,>60 min,92.25
male,group B,some college,free/reduced,none,75,68,65,5,4,Average,Never,14,0,31,Doesn't Participate,Yes,15-30 min,59.75
female,group C,bachelor's degree,standard,none,65,79,81,5,7,Excellent,Often,18,0,40,Doesn't Participate,Yes,30-60 min,66.25
male,group B,high school,standard,completed,52,49,46,5,7,Good,Sometimes,3,0,57,Participates,No,15-30 min,51.0
male,group C,associate's degree,free/reduced,none,87,73,72,8,1,Poor,Rarely,4,1,35,Doesn't Participate,Yes,15-30 min,66.75
female,group C,associate's degree,standard,none,53,62,53,4,7,Average,Often,20,1,70,Participates,Yes,<15 min,59.5
female,group E,master's degree,free/reduced,none,81,86,87,7,2,Good,Often,2,0,15,Participates,No,15-30 min,67.25
male,group D,bachelor's degree,free/reduced,completed,39,42,38,1,8,Poor,Rarely,9,0,52,Participates,No,15-30 min,42.75
female,group C,some college,standard,completed,71,71,80,1,1,Excellent,Never,14,0,1,Participates,Yes,15-30 min,55.75
male,group C,associate's degree,standard,none,97,93,91,8,4,Poor,Rarely,18,0,20,Doesn't Participate,No,>60 min,75.25
male,group D,some college,standard,completed,82,82,88,8,8,Average,Never,20,0,87,Doesn't Participate,No,>60 min,84.75
male,group C,high school,free/reduced,none,59,53,52,9,2,Excellent,Sometimes,1,1,68,Doesn't Participate,Yes,>60 min,58.0
male,group B,associate's degree,standard,none,61,42,41,2,4,Poor,Sometimes,8,1,92,Doesn't Participate,No,>60 min,59.0
male,group E,associate's degree,free/reduced,completed,78,74,72,6,1,Excellent,Sometimes,12,0,41,Participates,Yes,15-30 min,66.25
male,group C,associate's degree,free/reduced,none,49,51,51,1,6,Excellent,Often,13,0,19,Doesn't Participate,Yes,15-30 min,42.5
male,group B,high school,standard,none,59,58,47,6,8,Average,Rarely,1,0,42,Participates,Yes,30-60 min,51.5
female,group C,some college,standard,completed,70,72,76,8,4,Average,Often,6,1,6,Doesn't Participate,Yes,30-60 min,56.0
male,group B,associate's degree,standard,completed,82,84,78,2,5,Average,Rarely,7,1,94,Doesn't Participate,Yes,>60 min,84.5
male,group E,associate's degree,free/reduced,none,90,90,82,9,5,Good,Often,6,0,41,Doesn't Participate,Yes,30-60 min,75.75
female,group C,bachelor's degree,free/reduced,none,43,62,61,2,7,Poor,Often,2,1,37,Participates,Yes,>60 min,50.75
male,group C,some college,free/reduced,none,80,64,66,8,5,Average,Rarely,10,1,19,Doesn't Participate,Yes,15-30 min,57.25
male,group D,some college,standard,none,81,82,84,3,7,Poor,Sometimes,14,1,72,Doesn't Participate,No,>60 min,79.75
male,group C,some high school,standard,none,57,61,54,7,5,Average,Sometimes,12,0,8,Participates,No,<15 min,45.0
female,group D,some high school,standard,none,59,72,80,5,4,Good,Often,17,1,1,Participates,No,>60 min,53.0
female,group D,associate's degree,standard,none,64,76,74,4,8,Good,Never,10,0,76,Participates,No,<15 min,72.5
male,group C,bachelor's degree,standard,completed,63,64,66,2,1,Good,Never,4,1,35,Doesn't Participate,Yes,<15 min,57.0
female,group E,bachelor's degree,standard,completed,71,70,70,5,7,Excellent,Never,4,0,37,Participates,Yes,>60 min,62.0
female,group B,high school,free/reduced,none,64,73,71,9,2,Excellent,Never,2,1,72,Participates,Yes,<15 min,70.0
male,group D,bachelor's degree,free/reduced,none,55,46,44,10,1,Excellent,Never,7,0,18,Doesn't Participate,No,>60 min,40.75
female,group E,associate's degree,standard,none,51,51,54,10,5,Average,Sometimes,3,1,12,Doesn't Participate,Yes,30-60 min,42.0
female,group C,associate's degree,standard,completed,62,76,80,5,6,Average,Rarely,2,0,17,Doesn't Participate,Yes,<15 min,58.75
female,group E,associate's degree,standard,completed,93,100,95,5,2,Average,Often,17,1,53,Doesn't Participate,Yes,30-60 min,85.25
male,group C,high school,free/reduced,none,54,72,59,4,5,Poor,Sometimes,0,0,81,Participates,Yes,15-30 min,66.5
female,group D,some college,free/reduced,none,69,65,74,4,7,Poor,Often,15,0,99,Participates,No,<15 min,76.75
male,group D,high school,free/reduced,none,44,51,48,8,1,Poor,Never,10,1,92,Doesn't Participate,No,>60 min,58.75
female,group E,some college,standard,completed,86,85,91,8,8,Poor,Never,16,1,57,Doesn't Participate,Yes,>60 min,79.75
female,group E,associate's degree,standard,none,85,92,85,1,5,Excellent,Often,1,0,1,Participates,No,30-60 min,65.75
female,group A,master's degree,free/reduced,none,50,67,73,3,5,Good,Sometimes,4,0,82,Participates,Yes,15-30 min,68.0
male,group D,some high school,standard,completed,88,74,75,6,6,Poor,Often,4,0,20,Doesn't Participate,Yes,<15 min,64.25
female,group E,associate's degree,standard,none,59,62,69,3,8,Good,Never,11,0,29,Participates,No,15-30 min,54.75
female,group E,some high school,free/reduced,none,32,34,38,4,2,Excellent,Never,6,1,73,Participates,No,30-60 min,44.25
male,group B,high school,free/reduced,none,36,29,27,6,7,Excellent,Rarely,13,0,99,Doesn't Participate,Yes,30-60 min,47.75
female,group B,some high school,free/reduced,completed,63,78,79,2,6,Excellent,Rarely,12,0,68,Participates,No,<15 min,72.0
male,group D,associate's degree,standard,completed,67,54,63,8,4,Good,Rarely,2,1,34,Participates,No,<15 min,54.5
female,group D,some high school,standard,completed,65,78,82,3,7,Average,Sometimes,9,0,99,Participates,No,30-60 min,81.0
male,group D,master's degree,standard,none,85,84,89,7,7,Good,Never,12,1,86,Participates,No,30-60 min,86.0
female,group C,master's degree,standard,none,73,78,74,5,3,Good,Often,10,0,32,Doesn't Participate,No,30-60 min,64.25
female,group A,high school,free/reduced,completed,34,48,41,2,7,Good,Rarely,5,0,53,Doesn't Participate,No,30-60 min,44.0
female,group D,bachelor's degree,free/reduced,completed,93,100,100,7,1,Poor,Rarely,8,1,5,Participates,No,>60 min,74.5
female,group D,some high school,free/reduced,none,67,84,84,9,6,Average,Never,5,0,8,Doesn't Participate,Yes,30-60 min,60.75
male,group D,some college,standard,none,88,77,77,5,5,Good,Often,15,1,50,Doesn't Participate,No,<15 min,73.0
male,group B,high school,standard,none,57,48,51,6,5,Excellent,Often,19,1,28,Participates,Yes,<15 min,46.0
female,group D,some college,standard,completed,79,84,91,10,8,Poor,Never,20,1,67,Participates,No,15-30 min,80.25
female,group C,bachelor's degree,free/reduced,none,67,75,72,3,1,Average,Sometimes,1,0,29,Participates,Yes,30-60 min,60.75
male,group E,bachelor's degree,standard,completed,70,64,70,7,3,Average,Rarely,19,1,98,Participates,Yes,<15 min,75.5
male,group D,bachelor's degree,free/reduced,none,50,42,48,2,5,Poor,Often,9,0,28,Doesn't Participate,Yes,15-30 min,42.0
female,group A,some college,standard,none,69,84,82,10,2,Good,Sometimes,18,0,76,Doesn't Participate,Yes,<15 min,77.75
female,group C,bachelor's degree,standard,completed,52,61,66,3,3,Excellent,Never,0,0,16,Participates,Yes,15-30 min,48.75
female,group C,bachelor's degree,free/reduced,completed,47,62,66,9,8,Excellent,Sometimes,14,0,60,Doesn't Participate,No,<15 min,58.75
female,group B,associate's degree,free/reduced,none,46,61,55,8,8,Poor,Often,14,0,37,Doesn't Participate,Yes,30-60 min,49.75
female,group E,some college,standard,none,68,70,66,10,7,Poor,Sometimes,18,1,74,Participates,No,>60 min,69.5
male,group E,bachelor's degree,standard,completed,100,100,100,9,6,Average,Never,9,0,70,Participates,Yes,>60 min,92.5
female,group C,high school,standard,none,44,61,52,8,5,Excellent,Often,3,0,2,Doesn't Participate,Yes,30-60 min,39.75
female,group C,associate's degree,standard,completed,57,77,80,7,1,Average,Often,15,1,67,Participates,No,<15 min,70.25
male,group B,some college,standard,completed,91,96,91,6,6,Poor,Never,13,1,100,Doesn't Participate,No,<15 min,94.5
male,group D,high school,free/reduced,none,69,70,67,6,6,Average,Often,19,1,76,Participates,No,15-30 min,70.5
female,group C,high school,free/reduced,none,35,53,46,2,3,Average,Often,7,0,25,Participates,Yes,<15 min,39.75
male,group D,high school,standard,none,72,66,66,7,5,Excellent,Rarely,2,1,62,Doesn't Participate,Yes,15-30 min,66.5
female,group B,associate's degree,free/reduced,none,54,65,65,7,7,Average,Never,16,0,89,Participates,Yes,<15 min,68.25
male,group D,high school,free/reduced,none,74,70,69,10,3,Good,Sometimes,4,1,22,Doesn't Participate,No,<15 min,58.75
male,group E,some high school,standard,completed,74,64,60,6,7,Average,Sometimes,13,0,41,Doesn't Participate,Yes,30-60 min,59.75
male,group E,associate's degree,free/reduced,none,64,56,52,5,5,Poor,Sometimes,16,1,48,Participates,No,<15 min,55.0
female,group D,high school,free/reduced,completed,65,61,71,2,4,Good,Sometimes,18,1,14,Participates,No,30-60 min,52.75
male,group E,associate's degree,free/reduced,completed,46,43,44,8,1,Excellent,Often,10,1,10,Doesn't Participate,No,30-60 min,35.75
female,group C,some high school,free/reduced,none,48,56,51,4,6,Good,Sometimes,18,1,93,Participates,No,>60 min,62.0
male,group C,some college,free/reduced,completed,67,74,70,9,8,Average,Rarely,13,1,33,Participates,Yes,<15 min,61.0
male,group D,some college,free/reduced,none,62,57,62,1,4,Good,Never,5,0,76,Doesn't Participate,Yes,<15 min,64.25
male,group D,associate's degree,free/reduced,completed,61,71,73,1,6,Excellent,Often,14,1,28,Doesn't Participate,No,>60 min,58.25
male,group C,bachelor's degree,free/reduced,completed,70,75,74,4,7,Average,Never,0,0,48,Doesn't Participate,No,15-30 min,66.75
male,group C,associate's degree,standard,completed,98,87,90,5,5,Excellent,Sometimes,9,1,27,Doesn't Participate,Yes,15-30 min,75.5
male,group D,some college,free/reduced,none,70,63,58,4,4,Good,Sometimes,7,1,48,Participates,No,<15 min,59.75
male,group A,associate's degree,standard,none,67,57,53,2,2,Poor,Rarely,11,1,9,Participates,No,>60 min,46.5
female,group E,high school,free/reduced,none,57,58,57,3,6,Good,Never,16,0,98,Participates,No,30-60 min,67.5
male,group D,some college,standard,completed,85,81,85,3,3,Good,Often,18,0,3,Participates,No,>60 min,63.5
male,group D,some high school,standard,completed,77,68,69,4,3,Average,Sometimes,12,1,65,Participates,No,15-30 min,69.75
male,group C,master's degree,free/reduced,completed,72,66,72,1,1,Average,Often,12,1,4,Doesn't Participate,Yes,15-30 min,53.5
